1773407569.021048 server started (23994): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1773407569.021069 on Darwin 25.3.0 Darwin Kernel Version 25.3.0: Wed Jan 28 20:54:46 PST 2026; root:xnu-12377.91.3~2/RELEASE_ARM64_T6000
1773407569.021074 using libevent 2.1.12-stable select
1773407569.021081 using utf8proc 2.11.3
1773407569.021085 using ncurses 6.5 20240427
1773407569.022570 cmd_parse_build_commands 0:0: bind
1773407569.022573 cmd_parse_build_commands 0:1: -N
1773407569.022577 cmd_parse_build_commands 0:2: Rename current session
1773407569.022580 cmd_parse_build_commands 0:3: $
1773407569.022583 cmd_parse_build_commands 0:4 0:0: command-prompt
1773407569.022587 cmd_parse_build_commands 0:4 0:1: -I#S
1773407569.022590 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1773407569.022593 cmd_parse_build_commands 0:4 0:2 0:1: --
1773407569.022597 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773407569.022601 cmd_parse_build_commands 0:0: command-prompt
1773407569.022604 cmd_parse_build_commands 0:1: -I#S
1773407569.022607 cmd_parse_build_commands 0:2 0:0: rename-session
1773407569.022610 cmd_parse_build_commands 0:2 0:1: --
1773407569.022614 cmd_parse_build_commands 0:2 0:2: %%
1773407569.022617 cmd_parse_build_commands 0:0: rename-session
1773407569.022621 cmd_parse_build_commands 0:1: --
1773407569.022624 cmd_parse_build_commands 0:2: %%
1773407569.022628 args_parse_flags: next --
1773407569.022631 args_parse: flags end at 2 of 3
1773407569.022634 args_parse: 2 = %% (type STRING)
1773407569.022639 cmd_parse_build_commands: rename-session "%%"
1773407569.022642 args_parse_flags: next -I#S
1773407569.022646 args_parse_flag_argument: -I = #S
1773407569.022650 args_parse: flags end at 2 of 3
1773407569.022655 args_parse: 2 = rename-session "%%" (type COMMANDS)
1773407569.022661 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1773407569.022664 args_parse_flags: next -N
1773407569.022668 args_parse_flag_argument: -N = Rename current session
1773407569.022671 args_parse_flags: next $
1773407569.022674 args_parse: flags end at 3 of 5
1773407569.022677 args_parse: 3 = $ (type STRING)
1773407569.022683 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1773407569.022691 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1773407569.022701 cmdq_get_command: [bind-key/0x99d81c100] group 62
1773407569.022704 cmdq_append <global>: [bind-key/0x99d81c100]
1773407569.022709 yylex_token: end at WS
1773407569.022713 yylex_token: bind
1773407569.022716 yylex_token: end at WS
1773407569.022719 yylex_token: -N
1773407569.022722 yylex_token: end at WS
1773407569.022725 yylex_token: Split window horizontally
1773407569.022727 yylex_get_word: %
1773407569.022730 yylex_token: end at WS
1773407569.022733 yylex_token: split-window
1773407569.022735 yylex_token: end at WS
1773407569.022739 yylex_token: -h
1773407569.022742 cmd_parse_build_commands 0:0: bind
1773407569.022744 cmd_parse_build_commands 0:1: -N
1773407569.022747 cmd_parse_build_commands 0:2: Split window horizontally
1773407569.022749 cmd_parse_build_commands 0:3: %
1773407569.022752 cmd_parse_build_commands 0:4 0:0: split-window
1773407569.022754 cmd_parse_build_commands 0:4 0:1: -h
1773407569.022759 cmd_parse_build_commands 0:0: split-window
1773407569.022761 cmd_parse_build_commands 0:1: -h
1773407569.022766 args_parse_flags: next -h
1773407569.022768 args_parse_flags: -h
1773407569.022771 args_parse: flags end at 2 of 2
1773407569.022774 cmd_parse_build_commands: split-window -h
1773407569.022777 args_parse_flags: next -N
1773407569.022779 args_parse_flag_argument: -N = Split window horizontally
1773407569.022782 args_parse_flags: next %
1773407569.022784 args_parse: flags end at 3 of 5
1773407569.022786 args_parse: 3 = % (type STRING)
1773407569.022789 args_parse: 4 = split-window -h (type COMMANDS)
1773407569.022795 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1773407569.022798 cmdq_get_command: [bind-key/0x99d81c200] group 74
1773407569.022801 cmdq_append <global>: [bind-key/0x99d81c200]
1773407569.022804 yylex_token: end at WS
1773407569.022806 yylex_token: bind
1773407569.022808 yylex_token: end at WS
1773407569.022811 yylex_token: -N
1773407569.022814 yylex_token: end at WS
1773407569.022816 yylex_token: Kill current window
1773407569.022818 yylex_token: end at WS
1773407569.022821 yylex_token: &
1773407569.022824 yylex_token: end at WS
1773407569.022826 yylex_token: confirm-before
1773407569.022829 yylex_token: end at WS
1773407569.022832 yylex_token: -pkill-window #W? (y/n)
1773407569.022834 yylex_token: end at WS
1773407569.022837 yylex_token: kill-window
1773407569.022840 cmd_parse_build_commands 0:0: bind
1773407569.022842 cmd_parse_build_commands 0:1: -N
1773407569.022844 cmd_parse_build_commands 0:2: Kill current window
1773407569.022847 cmd_parse_build_commands 0:3: &
1773407569.022849 cmd_parse_build_commands 0:4 0:0: confirm-before
1773407569.022852 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1773407569.022854 cmd_parse_build_commands 0:4 0:2: kill-window
1773407569.022857 cmd_parse_build_commands 0:0: confirm-before
1773407569.022860 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1773407569.022862 cmd_parse_build_commands 0:2: kill-window
1773407569.022865 args_parse_flags: next -pkill-window #W? (y/n)
1773407569.022868 args_parse_flag_argument: -p = kill-window #W? (y/n)
1773407569.022870 args_parse_flags: next kill-window
1773407569.022873 args_parse: flags end at 2 of 3
1773407569.022875 args_parse: 2 = kill-window (type STRING)
1773407569.022882 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1773407569.022885 args_parse_flags: next -N
1773407569.022887 args_parse_flag_argument: -N = Kill current window
1773407569.022889 args_parse_flags: next &
1773407569.022892 args_parse: flags end at 3 of 5
1773407569.022894 args_parse: 3 = & (type STRING)
1773407569.022901 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1773407569.022908 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1773407569.022911 cmdq_get_command: [bind-key/0x99d81c300] group 82
1773407569.022913 cmdq_append <global>: [bind-key/0x99d81c300]
1773407569.022923 yylex_token: end at WS
1773407569.022925 yylex_token: bind
1773407569.022928 yylex_token: end at WS
1773407569.022930 yylex_token: -N
1773407569.022934 yylex_token: end at WS
1773407569.022936 yylex_token: Prompt for window index to select
1773407569.022939 yylex_token: end at WS
1773407569.022941 yylex_token: '
1773407569.022944 yylex_token: end at WS
1773407569.022946 yylex_token: command-prompt
1773407569.022948 yylex_token: end at WS
1773407569.022951 yylex_token: -T
1773407569.022953 yylex_token: end at WS
1773407569.022956 yylex_token: window-target
1773407569.022958 yylex_token: end at WS
1773407569.022961 yylex_token: -pindex
1773407569.022964 yylex_token: end at WS
1773407569.022966 yylex_token: select-window
1773407569.022968 yylex_token: end at WS
1773407569.022970 yylex_token: -t
1773407569.022973 yylex_token: end at WS
1773407569.022975 yylex_token: :%%
1773407569.022978 cmd_parse_build_commands 0:0: bind
1773407569.022981 cmd_parse_build_commands 0:1: -N
1773407569.022983 cmd_parse_build_commands 0:2: Prompt for window index to select
1773407569.022986 cmd_parse_build_commands 0:3: '
1773407569.022988 cmd_parse_build_commands 0:4 0:0: command-prompt
1773407569.022991 cmd_parse_build_commands 0:4 0:1: -T
1773407569.022993 cmd_parse_build_commands 0:4 0:2: window-target
1773407569.022996 cmd_parse_build_commands 0:4 0:3: -pindex
1773407569.022998 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1773407569.023001 cmd_parse_build_commands 0:4 0:4 0:1: -t
1773407569.023003 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1773407569.023007 cmd_parse_build_commands 0:0: command-prompt
1773407569.023009 cmd_parse_build_commands 0:1: -T
1773407569.023012 cmd_parse_build_commands 0:2: window-target
1773407569.023014 cmd_parse_build_commands 0:3: -pindex
1773407569.023017 cmd_parse_build_commands 0:4 0:0: select-window
1773407569.023019 cmd_parse_build_commands 0:4 0:1: -t
1773407569.023022 cmd_parse_build_commands 0:4 0:2: :%%
1773407569.023025 cmd_parse_build_commands 0:0: select-window
1773407569.023027 cmd_parse_build_commands 0:1: -t
1773407569.023029 cmd_parse_build_commands 0:2: :%%
1773407569.023033 args_parse_flags: next -t
1773407569.023035 args_parse_flag_argument: -t = :%%
1773407569.023038 args_parse: flags end at 3 of 3
1773407569.023042 cmd_parse_build_commands: select-window -t ":%%"
1773407569.023044 args_parse_flags: next -T
1773407569.023047 args_parse_flag_argument: -T = window-target
1773407569.023049 args_parse_flags: next -pindex
1773407569.023052 args_parse_flag_argument: -p = index
1773407569.023054 args_parse: flags end at 4 of 5
1773407569.023057 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1773407569.023064 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1773407569.023067 args_parse_flags: next -N
1773407569.023069 args_parse_flag_argument: -N = Prompt for window index to select
1773407569.023072 args_parse_flags: next '
1773407569.023074 args_parse: flags end at 3 of 5
1773407569.023076 args_parse: 3 = ' (type STRING)
1773407569.023085 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1773407569.023093 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1773407569.023097 cmdq_get_command: [bind-key/0x99d81c400] group 90
1773407569.023099 cmdq_append <global>: [bind-key/0x99d81c400]
1773407569.023102 yylex_token: end at WS
1773407569.023104 yylex_token: bind
1773407569.023106 yylex_token: end at WS
1773407569.023109 yylex_token: -N
1773407569.023112 yylex_token: end at WS
1773407569.023114 yylex_token: Switch to previous client
1773407569.023117 yylex_token: end at WS
1773407569.023119 yylex_token: (
1773407569.023122 yylex_token: end at WS
1773407569.023125 yylex_token: switch-client
1773407569.023127 yylex_token: end at WS
1773407569.023129 yylex_token: -p
1773407569.023132 cmd_parse_build_commands 0:0: bind
1773407569.023134 cmd_parse_build_commands 0:1: -N
1773407569.023140 cmd_parse_build_commands 0:2: Switch to previous client
1773407569.023142 cmd_parse_build_commands 0:3: (
1773407569.023145 cmd_parse_build_commands 0:4 0:0: switch-client
1773407569.023147 cmd_parse_build_commands 0:4 0:1: -p
1773407569.023152 cmd_parse_build_commands 0:0: switch-client
1773407569.023155 cmd_parse_build_commands 0:1: -p
1773407569.023158 args_parse_flags: next -p
1773407569.023160 args_parse_flags: -p
1773407569.023163 args_parse: flags end at 2 of 2
1773407569.023166 cmd_parse_build_commands: switch-client -p
1773407569.023168 args_parse_flags: next -N
1773407569.023171 args_parse_flag_argument: -N = Switch to previous client
1773407569.023173 args_parse_flags: next (
1773407569.023176 args_parse: flags end at 3 of 5
1773407569.023178 args_parse: 3 = ( (type STRING)
1773407569.023181 args_parse: 4 = switch-client -p (type COMMANDS)
1773407569.023187 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1773407569.023190 cmdq_get_command: [bind-key/0x99d81c500] group 102
1773407569.023192 cmdq_append <global>: [bind-key/0x99d81c500]
1773407569.023195 yylex_token: end at WS
1773407569.023197 yylex_token: bind
1773407569.023200 yylex_token: end at WS
1773407569.023202 yylex_token: -N
1773407569.023205 yylex_token: end at WS
1773407569.023207 yylex_token: Switch to next client
1773407569.023209 yylex_token: end at WS
1773407569.023211 yylex_token: )
1773407569.023216 yylex_token: end at WS
1773407569.023218 yylex_token: switch-client
1773407569.023221 yylex_token: end at WS
1773407569.023223 yylex_token: -n
1773407569.023225 cmd_parse_build_commands 0:0: bind
1773407569.023228 cmd_parse_build_commands 0:1: -N
1773407569.023230 cmd_parse_build_commands 0:2: Switch to next client
1773407569.023232 cmd_parse_build_commands 0:3: )
1773407569.023235 cmd_parse_build_commands 0:4 0:0: switch-client
1773407569.023237 cmd_parse_build_commands 0:4 0:1: -n
1773407569.023240 cmd_parse_build_commands 0:0: switch-client
1773407569.023242 cmd_parse_build_commands 0:1: -n
1773407569.023246 args_parse_flags: next -n
1773407569.023248 args_parse_flags: -n
1773407569.023250 args_parse: flags end at 2 of 2
1773407569.023253 cmd_parse_build_commands: switch-client -n
1773407569.023255 args_parse_flags: next -N
1773407569.023258 args_parse_flag_argument: -N = Switch to next client
1773407569.023260 args_parse_flags: next )
1773407569.023262 args_parse: flags end at 3 of 5
1773407569.023265 args_parse: 3 = ) (type STRING)
1773407569.023268 args_parse: 4 = switch-client -n (type COMMANDS)
1773407569.023273 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1773407569.023275 cmdq_get_command: [bind-key/0x99d81c600] group 110
1773407569.023278 cmdq_append <global>: [bind-key/0x99d81c600]
1773407569.023280 yylex_token: end at WS
1773407569.023283 yylex_token: bind
1773407569.023285 yylex_token: end at WS
1773407569.023287 yylex_token: -N
1773407569.023290 yylex_token: end at WS
1773407569.023292 yylex_token: Rename current window
1773407569.023295 yylex_token: end at WS
1773407569.023297 yylex_token: ,
1773407569.023300 yylex_token: end at WS
1773407569.023302 yylex_token: command-prompt
1773407569.023305 yylex_token: end at WS
1773407569.023307 yylex_token: -I#W
1773407569.023310 yylex_token: end at WS
1773407569.023312 yylex_token: rename-window
1773407569.023315 yylex_token: end at WS
1773407569.023317 yylex_token: --
1773407569.023319 yylex_token: end at WS
1773407569.023321 yylex_token: %%
1773407569.023324 cmd_parse_build_commands 0:0: bind
1773407569.023327 cmd_parse_build_commands 0:1: -N
1773407569.023329 cmd_parse_build_commands 0:2: Rename current window
1773407569.023332 cmd_parse_build_commands 0:3: ,
1773407569.023334 cmd_parse_build_commands 0:4 0:0: command-prompt
1773407569.023337 cmd_parse_build_commands 0:4 0:1: -I#W
1773407569.023339 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1773407569.023342 cmd_parse_build_commands 0:4 0:2 0:1: --
1773407569.023344 cmd_parse_build_commands 0:4 0:2 0:2: %%
1773407569.023347 cmd_parse_build_commands 0:0: command-prompt
1773407569.023352 cmd_parse_build_commands 0:1: -I#W
1773407569.023355 cmd_parse_build_commands 0:2 0:0: rename-window
1773407569.023357 cmd_parse_build_commands 0:2 0:1: --
1773407569.023359 cmd_parse_build_commands 0:2 0:2: %%
1773407569.023362 cmd_parse_build_commands 0:0: rename-window
1773407569.023364 cmd_parse_build_commands 0:1: --
1773407569.023367 cmd_parse_build_commands 0:2: %%
1773407569.023370 args_parse_flags: next --
1773407569.023372 args_parse: flags end at 2 of 3
1773407569.023374 args_parse: 2 = %% (type STRING)
1773407569.023378 cmd_parse_build_commands: rename-window "%%"
1773407569.023380 args_parse_flags: next -I#W
1773407569.023382 args_parse_flag_argument: -I = #W
1773407569.023385 args_parse: flags end at 2 of 3
1773407569.023388 args_parse: 2 = rename-window "%%" (type COMMANDS)
1773407569.023392 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1773407569.023394 args_parse_flags: next -N
1773407569.023397 args_parse_flag_argument: -N = Rename current window
1773407569.023399 args_parse_flags: next ,
1773407569.023401 args_parse: flags end at 3 of 5
1773407569.023404 args_parse: 3 = , (type STRING)
1773407569.023408 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1773407569.023414 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1773407569.023417 cmdq_get_command: [bind-key/0x99d81c700] group 118
1773407569.023420 cmdq_append <global>: [bind-key/0x99d81c700]
1773407569.023422 yylex_token: end at WS
1773407569.023424 yylex_token: bind
1773407569.023427 yylex_token: end at WS
1773407569.023429 yylex_token: -N
1773407569.023432 yylex_token: end at WS
1773407569.023435 yylex_token: Delete the most recent paste buffer
1773407569.023437 yylex_token: end at WS
1773407569.023439 yylex_token: -
1773407569.023442 yylex_token: end at WS
1773407569.023444 yylex_token: delete-buffer
1773407569.023447 cmd_parse_build_commands 0:0: bind
1773407569.023449 cmd_parse_build_commands 0:1: -N
1773407569.023451 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1773407569.023454 cmd_parse_build_commands 0:3: -
1773407569.023456 cmd_parse_build_commands 0:4 0:0: delete-buffer
1773407569.023459 cmd_parse_build_commands 0:0: delete-buffer
1773407569.023462 args_parse: flags end at 1 of 1
1773407569.023464 cmd_parse_build_commands: delete-buffer
1773407569.023467 args_parse_flags: next -N
1773407569.023469 args_parse_flag_argument: -N = Delete the most recent paste buffer
1773407569.023472 args_parse_flags: next -
1773407569.023474 args_parse: flags end at 3 of 5
1773407569.023476 args_parse: 3 = - (type STRING)
1773407569.023479 args_parse: 4 = delete-buffer (type COMMANDS)
1773407569.023484 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1773407569.023487 cmdq_get_command: [bind-key/0x99d81c800] group 130
1773407569.023489 cmdq_append <global>: [bind-key/0x99d81c800]
1773407569.023491 yylex_token: end at WS
1773407569.023494 yylex_token: bind
1773407569.023496 yylex_token: end at WS
1773407569.023498 yylex_token: -N
1773407569.023501 yylex_token: end at WS
1773407569.023503 yylex_token: Move the current window
1773407569.023506 yylex_token: end at WS
1773407569.023508 yylex_token: .
1773407569.023511 yylex_token: end at WS
1773407569.023513 yylex_token: command-prompt
1773407569.023515 yylex_token: end at WS
1773407569.023517 yylex_token: -T
1773407569.023520 yylex_token: end at WS
1773407569.023522 yylex_token: target
1773407569.023525 yylex_token: end at WS
1773407569.023527 yylex_token: move-window
1773407569.023529 yylex_token: end at WS
1773407569.023531 yylex_token: -t
1773407569.023534 yylex_token: end at WS
1773407569.023536 yylex_token: %%
1773407569.023539 cmd_parse_build_commands 0:0: bind
1773407569.023541 cmd_parse_build_commands 0:1: -N
1773407569.023544 cmd_parse_build_commands 0:2: Move the current window
1773407569.023546 cmd_parse_build_commands 0:3: .
1773407569.023548 cmd_parse_build_commands 0:4 0:0: command-prompt
1773407569.023554 cmd_parse_build_commands 0:4 0:1: -T
1773407569.023556 cmd_parse_build_commands 0:4 0:2: target
1773407569.023559 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1773407569.023561 cmd_parse_build_commands 0:4 0:3 0:1: -t
